H,V,C,x,y,Y
10PB,4,24,0.202,0.0985,12
10PB,4,26,0.1994,0.0904,12
10PB,4,28,0.1971,0.084,12
10PB,4,30,0.1952,0.0778,12
10PB,4,32,0.192,0.071,12
10PB,4,34,0.191,0.064,12
10PB,4,36,0.189,0.058,12
10PB,4,38,0.187,0.052,12
10PB,4,40,0.184,0.046,12
10PB,5,2,0.2959,0.2905,19.77
10PB,5,4,0.2821,0.2659,19.77
10PB,5,6,0.2686,0.2412,19.77
10PB,5,8,0.2572,0.2211,19.77
10PB,5,10,0.2478,0.203,19.77
10PB,5,12,0.2384,0.1857,19.77
10PB,5,14,0.2299,0.1698,19.77
10PB,5,16,0.2224,0.1555,19.77
10PB,5,18,0.2174,0.1444,19.77
10PB,5,20,0.2121,0.1329,19.77
10PB,5,22,0.2082,0.1225,19.77
10PB,5,24,0.204,0.113,19.77
10PB,5,26,0.2,0.103,19.77
10PB,5,28,0.197,0.095,19.77
10PB,5,30,0.193,0.086,19.77
10PB,5,32,0.189,0.078,19.77
10PB,5,34,0.186,0.071,19.77
10PB,5,36,0.183,0.063,19.77
10PB,6,2,0.2988,0.2961,30.03
10PB,6,4,0.2863,0.2747,30.03
10PB,6,6,0.274,0.2533,30.03
10PB,6,8,0.2637,0.2352,30.03
10PB,6,10,0.254,0.2176,30.03
10PB,6,12,0.244,0.1998,30.03
10PB,6,14,0.2352,0.1839,30.03
10PB,6,16,0.2265,0.1671,30.03
10PB,6,18,0.221,0.156,30.03
10PB,6,20,0.214,0.143,30.03
10PB,6,22,0.208,0.132,30.03
10PB,6,24,0.204,0.123,30.03
10PB,6,26,0.199,0.111,30.03
10PB,6,28,0.194,0.101,30.03
10PB,7,2,0.3005,0.3,43.06
10PB,7,4,0.2886,0.2801,43.06
10PB,7,6,0.2776,0.2612,43.06
10PB,7,8,0.267,0.2425,43.06
10PB,7,10,0.2563,0.224,43.06
10PB,7,12,0.2465,0.2058,43.06
10PB,7,14,0.239,0.191,43.06
10PB,7,16,0.232,0.178,43.06
10PB,7,18,0.225,0.166,43.06
10PB,7,20,0.219,0.152,43.06
10PB,7,22,0.212,0.14,43.06
10PB,8,2,0.3027,0.3035,59.1
10PB,8,4,0.2911,0.2848,59.1
10PB,8,6,0.2792,0.2649,59.1
10PB,8,8,0.2677,0.2443,59.1
10PB,8,10,0.257,0.225,59.1
10PB,8,12,0.248,0.211,59.1
10PB,8,14,0.24,0.196,59.1
10PB,8,16,0.233,0.185,59.1
10PB,9,2,0.3038,0.3054,78.66
10PB,9,4,0.291,0.285,78.66
10PB,9,6,0.278,0.266,78.66
10PB,9,8,0.267,0.245,78.66
10PB,9,10,0.256,0.226,78.66
10PB,10,2,0.303,0.307,102.57
10PB,10,4,0.291,0.286,102.57
10PB,10,6,0.28,0.268,102.57
